AnimalID,SireID,DamID,Generation,FamilyID,TankID,SexID,Birthday,S2Date,M1Date,M1BW,M2Date,M2Age1,M2Age2,M2BW,M2BL
OXHMB17G010A745,MRTZD16G000M022,OXHMB16G000B238,G01,OXHMB17G0100772,P11,Male,4/19/2117,5/11/2117,7/8/2117,15.2,9/28/2117,162,140,459,113
OXHMB17G0103533,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P11,Male,4/24/2117,5/16/2117,7/6/2117,12.7,9/28/2117,157,135,262,92
OXHMB17G010A746,OXHMB16G000F297,OXHMB16G000E364,G01,OXHMB17G0100211,P11,Male,4/19/2117,5/9/2117,7/8/2117,16.2,9/28/2117,162,142,432,113
OXHMB17G0105946,OXHMB16G000C751,OXHMB16G000E570,G01,OXHMB17G0100561,P11,Male,4/23/2117,5/15/2117,7/10/2117,13.1,9/28/2117,158,136,465,117
OXHMB17G0100891,OXHMB16G000A316,OXHMB16G000F439,G01,OXHMB17G0100131,P11,Male,4/13/2117,5/1/2117,7/6/2117,17.8,9/28/2117,168,150,327,103
OXHMB17G010A747,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,473,115
OXHMB17G010A748,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P11,Male,4/25/2117,5/16/2117,7/6/2117,10.7,9/28/2117,156,135,591,124
OXHMB17G0107757,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P11,Male,4/30/2117,5/20/2117,7/12/2117,15.2,9/28/2117,151,131,285,101
OXHMB17G010A749,OXHMB16G000A275,MRTZD16G000F001,G01,OXHMB17G0100831,P11,Male,4/20/2117,5/9/2117,7/8/2117,18,9/28/2117,161,142,514,117
OXHMB17G0110399,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P11,Male,4/25/2117,5/16/2117,7/11/2117,17.6,9/28/2117,156,135,482,113
OXHMB17G010A750,OXHMB16G000A783,OXHMB16G00X558,G01,OXHMB17G0100281,P11,Male,4/13/2117,5/1/2117,7/6/2117,15,9/28/2117,168,150,478,116
OXHMB17G0101646,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P11,Male,4/12/2117,5/1/2117,7/6/2117,17,9/28/2117,169,150,245,85
OXHMB17G0109931,OXHMB16G000A694,MRTZD16G000F047,G01,OXHMB17G0100922,P11,Male,4/18/2117,5/8/2117,7/7/2117,17.7,9/28/2117,163,143,428,101
OXHMB17G010A751,MRTZD16G000M041,OXHMB16G000B231,G01,OXHMB17G0100811,P11,Male,4/24/2117,5/15/2117,7/9/2117,15.8,9/28/2117,157,136,581,121
OXHMB17G0105947,OXHMB16G000C751,OXHMB16G000E570,G01,OXHMB17G0100561,P11,Male,4/23/2117,5/15/2117,7/10/2117,13.1,9/28/2117,158,136,336,105
OXHMB17G010A752,MRTZD16G000M056,MRTZD16G000F056,G01,OXHMB17G0100941,P11,Male,4/18/2117,5/9/2117,7/8/2117,15.6,9/28/2117,163,142,420,113
OXHMB17G010A753,OXHMB16G000A316,OXHMB16G000F439,G01,OXHMB17G0100131,P11,Male,4/13/2117,5/1/2117,7/6/2117,17.8,9/28/2117,168,150,495,115
OXHMB17G010A754,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P11,Male,4/21/2117,5/11/2117,7/8/2117,19.6,9/28/2117,160,140,473,111
OXHMB17G010A755,OXHMB16G000A753,OXHMB16G000E766,G01,OXHMB17G0100253,P11,Male,5/4/2117,5/26/2117,7/12/2117,13.3,9/28/2117,147,125,408,110
OXHMB17G010A756,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.8,9/28/2117,160,140,480,116
OXHMB17G0103091,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P11,Male,5/1/2117,5/23/2117,7/12/2117,13.2,9/28/2117,150,128,230,94
OXHMB17G0100892,OXHMB16G000A316,OXHMB16G000F439,G01,OXHMB17G0100131,P11,Male,4/13/2117,5/1/2117,7/6/2117,17.8,9/28/2117,168,150,389,111
OXHMB17G0109141,OXHMB16G000F334,MRTZD16G000F016,G01,OXHMB17G0100861,P11,Male,4/19/2117,5/11/2117,7/8/2117,13,9/28/2117,162,140,316,105
OXHMB17G010A757,OXHMB16G000A343,MRTZD16G000F026,G01,OXHMB17G0100881,P11,Male,4/18/2117,5/11/2117,7/8/2117,13.5,9/28/2117,163,140,412,113
OXHMB17G010A758,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P11,Male,4/24/2117,5/16/2117,7/6/2117,12.7,9/28/2117,157,135,429,112
OXHMB17G0102344,OXHMB16G000A783,OXHMB16G00X558,G01,OXHMB17G0100281,P11,Male,4/13/2117,5/1/2117,7/6/2117,15,9/28/2117,168,150,261,92
OXHMB17G0101450,OXHMB16G000C625,OXHMB16G000E641,G01,OXHMB17G0100203,P11,Male,5/3/2117,5/23/2117,7/12/2117,12,9/28/2117,148,128,331,106
OXHMB17G0106074,OXHMB16G000C751,OXHMB16G000B166,G01,OXHMB17G0100562,P11,Male,4/25/2117,5/18/2117,7/11/2117,14.3,9/28/2117,156,133,334,105
OXHMB17G0101044,OXHMB16G000C601,OXHMB16G000E059,G01,OXHMB17G0100151,P11,Male,4/13/2117,5/2/2117,7/6/2117,16.3,9/28/2117,168,149,255,87
OXHMB17G0106790,OXHMB16G000C842,OXHMB16G000E671,G01,OXHMB17G0100641,P11,Male,4/23/2117,5/13/2117,7/9/2117,17.2,9/28/2117,158,138,360,111
OXHMB17G010A759,OXHMB16G000F713,OXHMB16G000B218,G01,OXHMB17G0100451,P11,Male,4/18/2117,5/8/2117,7/7/2117,17.3,9/28/2117,163,143,458,110
OXHMB17G0106994,OXHMB16G000C274,OXHMB16G000B555,G01,OXHMB17G0100652,P11,Male,4/23/2117,5/15/2117,7/10/2117,17.2,9/28/2117,158,136,370,113
OXHMB17G010A760,OXHMB16G000A834,OXHMB16G000B649,G01,OXHMB17G0100581,P11,Male,5/4/2117,5/25/2117,7/12/2117,14.5,9/28/2117,147,126,486,116
OXHMB17G0103638,OXHMB16G000F176,OXHMB16G00X664,G01,OXHMB17G0100381,P11,Male,4/13/2117,5/1/2117,7/6/2117,13.7,9/28/2117,168,150,297,109
OXHMB17G0104938,OXHMB16G000F302,OXHMB16G000B760,G01,OXHMB17G0100462,P11,Male,4/20/2117,5/14/2117,7/9/2117,15.3,9/28/2117,161,137,307,105
OXHMB17G0108404,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P11,Male,4/25/2117,5/16/2117,7/6/2117,10.7,9/28/2117,156,135,309,106
OXHMB17G0110478,MRTZD16G000M076,MRTZD16G000F076,G01,OXHMB17G0100981,P11,Male,4/21/2117,5/14/2117,7/9/2117,16.7,9/28/2117,160,137,385,114
OXHMB17G0107397,OXHMB16G000F038,OXHMB16G000F381,G01,OXHMB17G0100702,P11,Male,5/4/2117,5/25/2117,7/13/2117,11.9,9/28/2117,147,126,172,88
OXHMB17G0109564,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P11,Male,4/24/2117,5/15/2117,7/10/2117,14.7,9/28/2117,157,136,422,117
OXHMB17G0110614,MRTZD16G000M081,MRTZD16G000F081,G01,OXHMB17G0100991,P11,Male,4/20/2117,5/9/2117,7/8/2117,14.5,9/28/2117,161,142,416,107
OXHMB17G010A761,OXHMB16G000A753,OXHMB16G000E766,G01,OXHMB17G0100253,P11,Male,5/4/2117,5/26/2117,7/12/2117,13.3,9/28/2117,147,125,488,115
OXHMB17G010A762,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P11,Male,4/21/2117,5/11/2117,7/8/2117,19.6,9/28/2117,160,140,597,124
OXHMB17G010A763,OXHMB16G000A414,OXHMB16G00X015,G01,OXHMB17G0100072,P11,Male,4/23/2117,5/15/2117,7/10/2117,17.1,9/28/2117,158,136,429,114
OXHMB17G0105948,OXHMB16G000C751,OXHMB16G000E570,G01,OXHMB17G0100561,P11,Male,4/23/2117,5/15/2117,7/10/2117,13.1,9/28/2117,158,136,320,107
OXHMB17G0101647,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P11,Male,4/12/2117,5/1/2117,7/6/2117,17,9/28/2117,169,150,651,117
OXHMB17G0109245,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P11,Male,4/12/2117,5/1/2117,7/6/2117,18.2,9/28/2117,169,150,350,106
OXHMB17G0103534,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P11,Male,4/24/2117,5/16/2117,7/6/2117,12.7,9/28/2117,157,135,268,98
OXHMB17G0103092,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P11,Male,5/1/2117,5/23/2117,7/12/2117,13.2,9/28/2117,150,128,269,105
OXHMB17G0110615,MRTZD16G000M081,MRTZD16G000F081,G01,OXHMB17G0100991,P11,Male,4/20/2117,5/9/2117,7/8/2117,14.5,9/28/2117,161,142,221,89
OXHMB17G0103220,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.4,9/28/2117,158,137,336,104
OXHMB17G0105851,OXHMB16G000F324,OXHMB16G00X442,G01,OXHMB17G0100541,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.3,9/28/2117,161,140,340,110
OXHMB17G0106221,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P11,Male,5/1/2117,5/24/2117,7/12/2117,16,9/28/2117,150,127,344,100
OXHMB17G0107758,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P11,Male,4/30/2117,5/20/2117,7/12/2117,15.2,9/28/2117,151,131,354,108
OXHMB17G0101511,OXHMB16G000F297,OXHMB16G000E364,G01,OXHMB17G0100211,P11,Male,4/19/2117,5/9/2117,7/8/2117,16.2,9/28/2117,162,142,341,111
OXHMB17G0106791,OXHMB16G000C842,OXHMB16G000E671,G01,OXHMB17G0100641,P11,Male,4/23/2117,5/13/2117,7/9/2117,17.2,9/28/2117,158,138,506,112
OXHMB17G0109246,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P11,Male,4/12/2117,5/1/2117,7/6/2117,18.2,9/28/2117,169,150,271,92
OXHMB17G010A764,OXHMB16G000A488,OXHMB16G000B612,G01,OXHMB17G0100471,P11,Male,4/25/2117,5/16/2117,7/10/2117,14.6,9/28/2117,156,135,487,114
OXHMB17G0105161,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,331,98
OXHMB17G010A765,OXHMB16G000A343,MRTZD16G000F026,G01,OXHMB17G0100881,P11,Male,4/18/2117,5/11/2117,7/8/2117,13.5,9/28/2117,163,140,485,120
OXHMB17G010A766,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P11,Male,4/30/2117,5/20/2117,7/12/2117,15.2,9/28/2117,151,131,515,119
OXHMB17G010A767,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P11,Male,4/20/2117,5/11/2117,7/8/2117,15.2,9/28/2117,161,140,430,115
OXHMB17G010A768,OXHMB16G000F075,OXHMB16G00X296,G01,OXHMB17G0100621,P11,Male,4/27/2117,5/17/2117,7/11/2117,16.3,9/28/2117,154,134,587,123
OXHMB17G010A769,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P11,Male,4/15/2117,5/6/2117,7/7/2117,20,9/28/2117,166,145,429,112
OXHMB17G010A770,OXHMB16G000A343,MRTZD16G000F026,G01,OXHMB17G0100881,P11,Male,4/18/2117,5/11/2117,7/8/2117,13.5,9/28/2117,163,140,382,110
OXHMB17G010A771,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P11,Male,4/24/2117,5/15/2117,7/10/2117,14.7,9/28/2117,157,136,471,118
OXHMB17G010A772,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.4,9/28/2117,158,137,431,115
OXHMB17G0106222,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P11,Male,5/1/2117,5/24/2117,7/12/2117,16,9/28/2117,150,127,379,108
OXHMB17G010A773,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P11,Male,4/24/2117,5/16/2117,7/6/2117,12.7,9/28/2117,157,135,420,106
OXHMB17G0102345,OXHMB16G000A783,OXHMB16G00X558,G01,OXHMB17G0100281,P11,Male,4/13/2117,5/1/2117,7/6/2117,15,9/28/2117,168,150,373,111
OXHMB17G0100368,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,373,108
OXHMB17G010A774,OXHMB16G000A316,OXHMB16G000F439,G01,OXHMB17G0100131,P11,Male,4/13/2117,5/1/2117,7/6/2117,17.8,9/28/2117,168,150,600,123
OXHMB17G010A775,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,419,111
OXHMB17G0103854,OXHMB16G000F052,OXHMB16G000E660,G01,OXHMB17G0100391,P11,Male,4/22/2117,5/15/2117,7/10/2117,14.3,9/28/2117,159,136,378,110
OXHMB17G010A776,OXHMB16G000C849,MRTZD16G000F011,G01,OXHMB17G0100851,P11,Male,4/18/2117,5/9/2117,7/8/2117,16.4,9/28/2117,163,142,380,110
OXHMB17G010A778,OXHMB16G000C364,OXHMB16G000E314,G01,OXHMB17G0100412,P11,Male,4/21/2117,5/11/2117,7/9/2117,13,9/28/2117,160,140,383,111
OXHMB17G0000845,MRTZD16B000M009,MRTZD16B000F009,G01,OXHMB17G0001091,P11,Male,5/11/2117,5/31/2117,7/14/2117,11,9/28/2117,140,120,276,100
OXHMB17G010A779,OXHMB16G000A275,MRTZD16G000F001,G01,OXHMB17G0100831,P11,Male,4/20/2117,5/9/2117,7/8/2117,18,9/28/2117,161,142,573,122
OXHMB17G0000318,MRTZD16B000M004,MRTZD16B000F004,G01,OXHMB17G0001041,P11,Male,5/10/2117,5/30/2117,7/14/2117,8.4,9/28/2117,141,121,327,106
OXHMB17G0000126,MRTZD16B000M002,MRTZD16B000F002,G01,OXHMB17G0001021,P11,Male,5/10/2117,5/29/2117,7/14/2117,8.1,9/28/2117,141,122,248,101
OXHMB17G0100264,OXHMB16G000A072,OXHMB16G000B470,G01,OXHMB17G0100051,P11,Male,4/26/2117,5/16/2117,7/11/2117,15.5,9/28/2117,155,135,320,105
OXHMB17G010A780,OXHMB16G000A343,MRTZD16G000F026,G01,OXHMB17G0100881,P11,Male,4/18/2117,5/11/2117,7/8/2117,13.5,9/28/2117,163,140,427,113
OXHMB17G0000047,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P11,Male,5/10/2117,5/29/2117,7/14/2117,10.5,9/28/2117,141,122,220,94
OXHMB17G0106890,OXHMB16G000C842,OXHMB16G000E696,G01,OXHMB17G0100642,P11,Male,4/25/2117,5/16/2117,7/11/2117,15.3,9/28/2117,156,135,296,102
OXHMB17G0104282,OXHMB16G000C514,OXHMB16G000E734,G01,OXHMB17G0100422,P11,Male,5/1/2117,5/23/2117,7/12/2117,13.9,9/28/2117,150,128,290,101
OXHMB17G0000582,MRTZD16B000M006,MRTZD16B000F006,G01,OXHMB17G0001061,P11,Male,5/10/2117,5/30/2117,7/14/2117,8.8,9/28/2117,141,121,278,100
OXHMB17G010A782,OXHMB16G000A254,OXHMB16G00X022,G01,OXHMB17G0100292,P11,Male,4/24/2117,5/15/2117,7/10/2117,16,9/28/2117,157,136,407,112
OXHMB17G0106541,OXHMB16G000F132,OXHMB16G00X149,G01,OXHMB17G0100613,P11,Male,5/3/2117,5/28/2117,7/13/2117,13.6,9/28/2117,148,123,339,105
OXHMB17G0100369,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,360,106
OXHMB17G0100124,OXHMB16G000F332,OXHMB16G00X003,G01,OXHMB17G0100032,P11,Male,5/11/2117,5/29/2117,7/13/2117,9.1,9/28/2117,140,122,220,94
OXHMB17G0103221,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.4,9/28/2117,158,137,336,109
OXHMB17G0100823,OXHMB16G000F154,OXHMB16G00X523,G01,OXHMB17G0100121,P11,Male,5/4/2117,5/26/2117,7/13/2117,12,9/28/2117,147,125,292,104
OXHMB17G0102787,OXHMB16G000A116,OXHMB16G00X480,G01,OXHMB17G0100303,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.9,9/28/2117,158,137,288,102
OXHMB17G0101814,OXHMB16G000C703,OXHMB16G00X008,G01,OXHMB17G0100242,P11,Male,5/6/2117,5/29/2117,7/13/2117,9.2,9/28/2117,145,122,116,75
OXHMB17G010A783,OXHMB16G000F176,OXHMB16G00X664,G01,OXHMB17G0100381,P11,Male,4/13/2117,5/1/2117,7/6/2117,13.7,9/28/2117,168,150,409,110
OXHMB17G0103956,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P11,Male,4/14/2117,5/1/2117,7/6/2117,16,9/28/2117,167,150,203,90
OXHMB17G0107086,OXHMB16G000C863,OXHMB16G000B274,G01,OXHMB17G0100661,P11,Male,4/24/2117,5/15/2117,7/10/2117,15.2,9/28/2117,157,136,100,70
OXHMB17G010A784,MRTZD16G000M001,OXHMB16G00X112,G01,OXHMB17G0100731,P11,Male,4/25/2117,5/16/2117,7/11/2117,13,9/28/2117,156,135,402,113
OXHMB17G0109247,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P11,Male,4/12/2117,5/1/2117,7/6/2117,18.2,9/28/2117,169,150,328,104
OXHMB17G0102656,OXHMB16G000A116,OXHMB16G000E255,G01,OXHMB17G0100302,P11,Male,4/24/2117,5/18/2117,7/11/2117,14.2,9/28/2117,157,133,295,104
OXHMB17G0100265,OXHMB16G000A072,OXHMB16G000B470,G01,OXHMB17G0100051,P11,Male,4/26/2117,5/16/2117,7/11/2117,15.5,9/28/2117,155,135,268,100
OXHMB17G010A785,OXHMB16G000A259,OXHMB16G000F427,G01,OXHMB17G0100492,P11,Male,5/4/2117,5/24/2117,7/12/2117,11.6,9/28/2117,147,127,413,114
OXHMB17G0100893,OXHMB16G000A316,OXHMB16G000F439,G01,OXHMB17G0100131,P11,Male,4/13/2117,5/1/2117,7/6/2117,17.8,9/28/2117,168,150,304,105
OXHMB17G0106542,OXHMB16G000F132,OXHMB16G00X149,G01,OXHMB17G0100613,P11,Male,5/3/2117,5/28/2117,7/13/2117,13.6,9/28/2117,148,123,358,108
OXHMB17G0110400,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P11,Male,4/25/2117,5/16/2117,7/11/2117,17.6,9/28/2117,156,135,298,100
OXHMB17G0102532,OXHMB16G000A254,OXHMB16G00X022,G01,OXHMB17G0100292,P11,Male,4/24/2117,5/15/2117,7/10/2117,16,9/28/2117,157,136,295,104
OXHMB17G0105514,OXHMB16G000A259,OXHMB16G000F427,G01,OXHMB17G0100492,P11,Male,5/4/2117,5/24/2117,7/12/2117,11.6,9/28/2117,147,127,269,100
OXHMB17G0110479,MRTZD16G000M076,MRTZD16G000F076,G01,OXHMB17G0100981,P11,Male,4/21/2117,5/14/2117,7/9/2117,16.7,9/28/2117,160,137,361,109
OXHMB17G0000757,MRTZD16B000M008,MRTZD16B000F008,G01,OXHMB17G0001081,P11,Male,5/11/2117,5/31/2117,7/14/2117,8.3,9/28/2117,140,120,84,70
OXHMB17G0102657,OXHMB16G000A116,OXHMB16G000E255,G01,OXHMB17G0100302,P11,Male,4/24/2117,5/18/2117,7/11/2117,14.2,9/28/2117,157,133,333,107
OXHMB17G0000669,MRTZD16B000M007,MRTZD16B000F007,G01,OXHMB17G0001071,P11,Male,5/11/2117,5/31/2117,7/14/2117,9,9/28/2117,140,120,158,90
OXHMB17G0000215,MRTZD16B000M003,MRTZD16B000F003,G01,OXHMB17G0001031,P11,Male,5/10/2117,5/29/2117,7/14/2117,8.5,9/28/2117,141,122,256,100
OXHMB17G0105949,OXHMB16G000C751,OXHMB16G000E570,G01,OXHMB17G0100561,P11,Male,4/23/2117,5/15/2117,7/10/2117,13.1,9/28/2117,158,136,318,105
OXHMB17G0101277,OXHMB16G000A674,OXHMB16G000E604,G01,OXHMB17G0100183,P11,Male,5/12/2117,5/29/2117,7/13/2117,8.7,9/28/2117,139,122,256,105
OXHMB17G0000846,MRTZD16B000M009,MRTZD16B000F009,G01,OXHMB17G0001091,P11,Male,5/11/2117,5/31/2117,7/14/2117,11,9/28/2117,140,120,206,90
OXHMB17G0106995,OXHMB16G000C274,OXHMB16G000B555,G01,OXHMB17G0100652,P11,Male,4/23/2117,5/15/2117,7/10/2117,17.2,9/28/2117,158,136,312,108
OXHMB17G0000048,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P11,Male,5/10/2117,5/29/2117,7/14/2117,10.5,9/28/2117,141,122,227,95
OXHMB17G0106705,OXHMB16G000A411,OXHMB16G000E511,G01,OXHMB17G0100631,P11,Male,4/14/2117,5/5/2117,7/7/2117,19.4,9/28/2117,167,146,292,90
OXHMB17G0102533,OXHMB16G000A254,OXHMB16G00X022,G01,OXHMB17G0100292,P11,Male,4/24/2117,5/15/2117,7/10/2117,16,9/28/2117,157,136,218,94
OXHMB17G0000435,MRTZD16B000M005,MRTZD16B000F005,G01,OXHMB17G0001051,P11,Male,5/10/2117,5/30/2117,7/14/2117,8,9/28/2117,141,121,274,100
OXHMB17G0100025,OXHMB16G000F049,OXHMB16G000B375,G01,OXHMB17G0100021,P11,Male,5/13/2117,5/31/2117,7/14/2117,7.7,9/28/2117,138,120,252,103
OXHMB17G0109565,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P11,Male,4/24/2117,5/15/2117,7/10/2117,14.7,9/28/2117,157,136,242,95
OXHMB17G0000216,MRTZD16B000M003,MRTZD16B000F003,G01,OXHMB17G0001031,P11,Male,5/10/2117,5/29/2117,7/14/2117,8.5,9/28/2117,141,122,120,77
OXHMB17G0101278,OXHMB16G000A674,OXHMB16G000E604,G01,OXHMB17G0100183,P11,Male,5/12/2117,5/29/2117,7/13/2117,8.7,9/28/2117,139,122,163,84
OXHMB17G0000319,MRTZD16B000M004,MRTZD16B000F004,G01,OXHMB17G0001041,P11,Male,5/10/2117,5/30/2117,7/14/2117,8.4,9/28/2117,141,121,251,98
OXHMB17G0103093,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P11,Male,5/1/2117,5/23/2117,7/12/2117,13.2,9/28/2117,150,128,212,95
OXHMB17G0100894,OXHMB16G000A316,OXHMB16G000F439,G01,OXHMB17G0100131,P11,Male,4/13/2117,5/1/2117,7/6/2117,17.8,9/28/2117,168,150,373,108
OXHMB17G0000217,MRTZD16B000M003,MRTZD16B000F003,G01,OXHMB17G0001031,P11,Male,5/10/2117,5/29/2117,7/14/2117,8.5,9/28/2117,141,122,174,87
OXHMB17G0107975,MRTZD16G000M021,OXHMB16G000B013,G01,OXHMB17G0100771,P11,Male,4/14/2117,5/4/2117,7/6/2117,16.4,9/28/2117,167,147,240,94
OXHMB17G010A786,MRTZD16G000M041,OXHMB16G000B231,G01,OXHMB17G0100811,P11,Male,4/24/2117,5/15/2117,7/9/2117,15.8,9/28/2117,157,136,416,114
OXHMB17G0107398,OXHMB16G000F038,OXHMB16G000F381,G01,OXHMB17G0100702,P11,Male,5/4/2117,5/25/2117,7/13/2117,11.9,9/28/2117,147,126,193,87
OXHMB17G010A787,OXHMB16G000F052,OXHMB16G000E660,G01,OXHMB17G0100391,P11,Male,4/22/2117,5/15/2117,7/10/2117,14.3,9/28/2117,159,136,428,112
OXHMB17G0103855,OXHMB16G000F052,OXHMB16G000E660,G01,OXHMB17G0100391,P11,Male,4/22/2117,5/15/2117,7/10/2117,14.3,9/28/2117,159,136,259,98
OXHMB17G0103756,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P11,Male,4/15/2117,5/6/2117,7/7/2117,20,9/28/2117,166,145,305,105
OXHMB17G010A788,OXHMB16G000F334,MRTZD16G000F016,G01,OXHMB17G0100861,P11,Male,4/19/2117,5/11/2117,7/8/2117,13,9/28/2117,162,140,396,113
OXHMB17G0102204,OXHMB16G000C124,OXHMB16G000F498,G01,OXHMB17G0100271,P11,Male,5/6/2117,5/28/2117,7/13/2117,9.9,9/28/2117,145,123,278,103
OXHMB17G0101451,OXHMB16G000C625,OXHMB16G000E641,G01,OXHMB17G0100203,P11,Male,5/3/2117,5/23/2117,7/12/2117,12,9/28/2117,148,128,324,104
OXHMB17G0000847,MRTZD16B000M009,MRTZD16B000F009,G01,OXHMB17G0001091,P11,Male,5/11/2117,5/31/2117,7/14/2117,11,9/28/2117,140,120,326,104
OXHMB17G0106223,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P11,Male,5/1/2117,5/24/2117,7/12/2117,16,9/28/2117,150,127,259,98
OXHMB17G0104724,OXHMB16G000F713,OXHMB16G000F397,G01,OXHMB17G0100452,P11,Male,4/22/2117,5/15/2117,7/10/2117,14.8,9/28/2117,159,136,237,95
OXHMB17G0100824,OXHMB16G000F154,OXHMB16G00X523,G01,OXHMB17G0100121,P11,Male,5/4/2117,5/26/2117,7/13/2117,12,9/28/2117,147,125,273,99
OXHMB17G0000049,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P11,Male,5/10/2117,5/29/2117,7/14/2117,10.5,9/28/2117,141,122,215,93
OXHMB17G0000050,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P11,Male,5/10/2117,5/29/2117,7/14/2117,10.5,9/28/2117,141,122,239,95
OXHMB17G010A789,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P11,Male,4/15/2117,5/6/2117,7/7/2117,20,9/28/2117,166,145,401,113
OXHMB17G0104856,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P11,Male,4/14/2117,5/4/2117,7/7/2117,19.7,9/28/2117,167,147,203,91
OXHMB17G0106891,OXHMB16G000C842,OXHMB16G000E696,G01,OXHMB17G0100642,P11,Male,4/25/2117,5/16/2117,7/11/2117,15.3,9/28/2117,156,135,220,95
OXHMB17G0105162,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,289,101
OXHMB17G0000218,MRTZD16B000M003,MRTZD16B000F003,G01,OXHMB17G0001031,P11,Male,5/10/2117,5/29/2117,7/14/2117,8.5,9/28/2117,141,122,68,65
OXHMB17G0107624,MRTZD16G000M001,OXHMB16G00X112,G01,OXHMB17G0100731,P11,Male,4/25/2117,5/16/2117,7/11/2117,13,9/28/2117,156,135,341,109
OXHMB17G010A791,OXHMB16G000C274,OXHMB16G000B555,G01,OXHMB17G0100652,P11,Male,4/23/2117,5/15/2117,7/10/2117,17.2,9/28/2117,158,136,478,121
OXHMB17G0102534,OXHMB16G000A254,OXHMB16G00X022,G01,OXHMB17G0100292,P11,Male,4/24/2117,5/15/2117,7/10/2117,16,9/28/2117,157,136,295,105
